image_path,label,label_name,is_fake,fraud_type,original_id,source_country,original_filename
images/real_RUS_0509082.png,0,real,0,,RUS_0509082,RUS,generated.photos_v3_0509082.png
images/face_morphing_RUS_0509082.png,1,face_morphing,1,face_morphing,RUS_0509082,RUS,generated.photos_v3_0509082.png
images/real_RUS_0555747.png,0,real,0,,RUS_0555747,RUS,generated.photos_v3_0555747.png
images/face_morphing_RUS_0555747.png,1,face_morphing,1,face_morphing,RUS_0555747,RUS,generated.photos_v3_0555747.png
images/real_RUS_0038990.png,0,real,0,,RUS_0038990,RUS,generated.photos_v3_0038990.png
images/face_morphing_RUS_0038990.png,1,face_morphing,1,face_morphing,RUS_0038990,RUS,generated.photos_v3_0038990.png
images/real_RUS_0165010.png,0,real,0,,RUS_0165010,RUS,generated.photos_v3_0165010.png
images/face_morphing_RUS_0165010.png,1,face_morphing,1,face_morphing,RUS_0165010,RUS,generated.photos_v3_0165010.png
images/real_RUS_0206986.png,0,real,0,,RUS_0206986,RUS,generated.photos_v3_0206986.png
images/face_morphing_RUS_0206986.png,1,face_morphing,1,face_morphing,RUS_0206986,RUS,generated.photos_v3_0206986.png
images/real_RUS_0309169.png,0,real,0,,RUS_0309169,RUS,generated.photos_v3_0309169.png
images/face_morphing_RUS_0309169.png,1,face_morphing,1,face_morphing,RUS_0309169,RUS,generated.photos_v3_0309169.png
images/real_RUS_0439523.png,0,real,0,,RUS_0439523,RUS,generated.photos_v3_0439523.png
images/face_morphing_RUS_0439523.png,1,face_morphing,1,face_morphing,RUS_0439523,RUS,generated.photos_v3_0439523.png
images/real_RUS_0228838.png,0,real,0,,RUS_0228838,RUS,generated.photos_v3_0228838.png
images/face_morphing_RUS_0228838.png,1,face_morphing,1,face_morphing,RUS_0228838,RUS,generated.photos_v3_0228838.png
images/real_RUS_0441209.png,0,real,0,,RUS_0441209,RUS,generated.photos_v3_0441209.png
images/face_morphing_RUS_0441209.png,1,face_morphing,1,face_morphing,RUS_0441209,RUS,generated.photos_v3_0441209.png
images/real_RUS_0563836.png,0,real,0,,RUS_0563836,RUS,generated.photos_v3_0563836.png
images/face_morphing_RUS_0563836.png,1,face_morphing,1,face_morphing,RUS_0563836,RUS,generated.photos_v3_0563836.png
images/real_RUS_0074191.png,0,real,0,,RUS_0074191,RUS,generated.photos_v3_0074191.png
images/face_morphing_RUS_0074191.png,1,face_morphing,1,face_morphing,RUS_0074191,RUS,generated.photos_v3_0074191.png
images/real_RUS_0245940.png,0,real,0,,RUS_0245940,RUS,generated.photos_v3_0245940.png
images/face_morphing_RUS_0245940.png,1,face_morphing,1,face_morphing,RUS_0245940,RUS,generated.photos_v3_0245940.png
images/real_RUS_0934274.png,0,real,0,,RUS_0934274,RUS,generated.photos_v3_0934274.png
images/face_morphing_RUS_0934274.png,1,face_morphing,1,face_morphing,RUS_0934274,RUS,generated.photos_v3_0934274.png
images/real_RUS_0287583.png,0,real,0,,RUS_0287583,RUS,generated.photos_v3_0287583.png
images/face_morphing_RUS_0287583.png,1,face_morphing,1,face_morphing,RUS_0287583,RUS,generated.photos_v3_0287583.png
images/real_RUS_0647997.png,0,real,0,,RUS_0647997,RUS,generated.photos_v3_0647997.png
images/face_morphing_RUS_0647997.png,1,face_morphing,1,face_morphing,RUS_0647997,RUS,generated.photos_v3_0647997.png
images/real_RUS_0685556.png,0,real,0,,RUS_0685556,RUS,generated.photos_v3_0685556.png
images/face_morphing_RUS_0685556.png,1,face_morphing,1,face_morphing,RUS_0685556,RUS,generated.photos_v3_0685556.png
images/real_RUS_0735193.png,0,real,0,,RUS_0735193,RUS,generated.photos_v3_0735193.png
images/face_morphing_RUS_0735193.png,1,face_morphing,1,face_morphing,RUS_0735193,RUS,generated.photos_v3_0735193.png
images/real_RUS_0763615.png,0,real,0,,RUS_0763615,RUS,generated.photos_v3_0763615.png
images/face_morphing_RUS_0763615.png,1,face_morphing,1,face_morphing,RUS_0763615,RUS,generated.photos_v3_0763615.png
images/real_RUS_0146924.png,0,real,0,,RUS_0146924,RUS,generated.photos_v3_0146924.png
images/face_morphing_RUS_0146924.png,1,face_morphing,1,face_morphing,RUS_0146924,RUS,generated.photos_v3_0146924.png
images/real_RUS_0538788.png,0,real,0,,RUS_0538788,RUS,generated.photos_v3_0538788.png
images/face_morphing_RUS_0538788.png,1,face_morphing,1,face_morphing,RUS_0538788,RUS,generated.photos_v3_0538788.png
images/real_RUS_0556838.png,0,real,0,,RUS_0556838,RUS,generated.photos_v3_0556838.png
images/face_morphing_RUS_0556838.png,1,face_morphing,1,face_morphing,RUS_0556838,RUS,generated.photos_v3_0556838.png
images/real_RUS_0984979.png,0,real,0,,RUS_0984979,RUS,generated.photos_v3_0984979.png
images/face_morphing_RUS_0984979.png,1,face_morphing,1,face_morphing,RUS_0984979,RUS,generated.photos_v3_0984979.png
images/real_RUS_0897224.png,0,real,0,,RUS_0897224,RUS,generated.photos_v3_0897224.png
images/face_morphing_RUS_0897224.png,1,face_morphing,1,face_morphing,RUS_0897224,RUS,generated.photos_v3_0897224.png
images/real_RUS_0964612.png,0,real,0,,RUS_0964612,RUS,generated.photos_v3_0964612.png
images/face_morphing_RUS_0964612.png,1,face_morphing,1,face_morphing,RUS_0964612,RUS,generated.photos_v3_0964612.png
images/real_RUS_0067095.png,0,real,0,,RUS_0067095,RUS,generated.photos_v3_0067095.png
images/face_morphing_RUS_0067095.png,1,face_morphing,1,face_morphing,RUS_0067095,RUS,generated.photos_v3_0067095.png
images/real_RUS_0879881.png,0,real,0,,RUS_0879881,RUS,generated.photos_v3_0879881.png
images/face_morphing_RUS_0879881.png,1,face_morphing,1,face_morphing,RUS_0879881,RUS,generated.photos_v3_0879881.png
images/real_RUS_0676010.png,0,real,0,,RUS_0676010,RUS,generated.photos_v3_0676010.png
images/face_morphing_RUS_0676010.png,1,face_morphing,1,face_morphing,RUS_0676010,RUS,generated.photos_v3_0676010.png
images/real_RUS_0619886.png,0,real,0,,RUS_0619886,RUS,generated.photos_v3_0619886.png
images/face_morphing_RUS_0619886.png,1,face_morphing,1,face_morphing,RUS_0619886,RUS,generated.photos_v3_0619886.png
images/real_RUS_0841438.png,0,real,0,,RUS_0841438,RUS,generated.photos_v3_0841438.png
images/face_morphing_RUS_0841438.png,1,face_morphing,1,face_morphing,RUS_0841438,RUS,generated.photos_v3_0841438.png
images/real_RUS_0129526.png,0,real,0,,RUS_0129526,RUS,generated.photos_v3_0129526.png
images/face_morphing_RUS_0129526.png,1,face_morphing,1,face_morphing,RUS_0129526,RUS,generated.photos_v3_0129526.png
images/real_RUS_0301153.png,0,real,0,,RUS_0301153,RUS,generated.photos_v3_0301153.png
