image_path,label,label_name,is_fake,fraud_type,original_id,source_country,original_filename
images/real_WV_0442087.png,0,real,0,,WV_0442087,WV,generated.photos_v3_0442087.png
images/face_morphing_WV_0442087.png,1,face_morphing,1,face_morphing,WV_0442087,WV,generated.photos_v3_0442087.png
images/real_WV_0508999.png,0,real,0,,WV_0508999,WV,generated.photos_v3_0508999.png
images/face_morphing_WV_0508999.png,1,face_morphing,1,face_morphing,WV_0508999,WV,generated.photos_v3_0508999.png
images/real_WV_0995288.png,0,real,0,,WV_0995288,WV,generated.photos_v3_0995288.png
images/face_morphing_WV_0995288.png,1,face_morphing,1,face_morphing,WV_0995288,WV,generated.photos_v3_0995288.png
images/real_WV_0441723.png,0,real,0,,WV_0441723,WV,generated.photos_v3_0441723.png
images/face_morphing_WV_0441723.png,1,face_morphing,1,face_morphing,WV_0441723,WV,generated.photos_v3_0441723.png
images/real_WV_0519401.png,0,real,0,,WV_0519401,WV,generated.photos_v3_0519401.png
images/face_morphing_WV_0519401.png,1,face_morphing,1,face_morphing,WV_0519401,WV,generated.photos_v3_0519401.png
images/real_WV_0188834.png,0,real,0,,WV_0188834,WV,generated.photos_v3_0188834.png
images/face_morphing_WV_0188834.png,1,face_morphing,1,face_morphing,WV_0188834,WV,generated.photos_v3_0188834.png
images/real_WV_0352618.png,0,real,0,,WV_0352618,WV,generated.photos_v3_0352618.png
images/face_morphing_WV_0352618.png,1,face_morphing,1,face_morphing,WV_0352618,WV,generated.photos_v3_0352618.png
images/real_WV_0523978.png,0,real,0,,WV_0523978,WV,generated.photos_v3_0523978_0318915_0331701.png
images/face_morphing_WV_0523978.png,1,face_morphing,1,face_morphing,WV_0523978,WV,generated.photos_v3_0523978_0318915_0331701.png
images/real_WV_0784286.png,0,real,0,,WV_0784286,WV,generated.photos_v3_0784286.png
images/face_morphing_WV_0784286.png,1,face_morphing,1,face_morphing,WV_0784286,WV,generated.photos_v3_0784286.png
images/real_WV_0161219.png,0,real,0,,WV_0161219,WV,generated.photos_v3_0161219.png
images/face_morphing_WV_0161219.png,1,face_morphing,1,face_morphing,WV_0161219,WV,generated.photos_v3_0161219.png
images/real_WV_0096415.png,0,real,0,,WV_0096415,WV,generated.photos_v3_0096415.png
images/face_morphing_WV_0096415.png,1,face_morphing,1,face_morphing,WV_0096415,WV,generated.photos_v3_0096415.png
images/real_WV_0319760.png,0,real,0,,WV_0319760,WV,generated.photos_v3_0319760.png
images/face_morphing_WV_0319760.png,1,face_morphing,1,face_morphing,WV_0319760,WV,generated.photos_v3_0319760.png
