image_path,label,group_id
images/00158.png,passport,images/00158.png
images/02615.png,passport,images/02615.png
images/01982.png,passport,images/01982.png
images/04780.png,id_card,images/04780.png
images/00713.png,passport,images/00713.png
images/08017.png,driver_license,images/08017.png
images/01062.png,passport,images/01062.png
images/03258.png,id_card,images/03258.png
images/05636.png,id_card,images/05636.png
images/03837.png,id_card,images/03837.png
images/01979.png,passport,images/01979.png
images/02115.png,passport,images/02115.png
images/03209.png,id_card,images/03209.png
images/05559.png,id_card,images/05559.png
images/07253.png,driver_license,images/07253.png
images/05227.png,id_card,images/05227.png
images/04111.png,id_card,images/04111.png
images/04766.png,id_card,images/04766.png
images/04386.png,id_card,images/04386.png
images/01964.png,passport,images/01964.png
images/05844.png,id_card,images/05844.png
images/02743.png,passport,images/02743.png
images/07348.png,driver_license,images/07348.png
images/04177.png,id_card,images/04177.png
images/05816.png,id_card,images/05816.png
images/06168.png,driver_license,images/06168.png
images/03863.png,id_card,images/03863.png
images/06026.png,driver_license,images/06026.png
images/04051.png,id_card,images/04051.png
images/00795.png,passport,images/00795.png
images/04351.png,id_card,images/04351.png
images/05943.png,id_card,images/05943.png
images/08050.png,driver_license,images/08050.png
images/00252.png,passport,images/00252.png
images/05685.png,id_card,images/05685.png
images/06841.png,driver_license,images/06841.png
images/08716.png,driver_license,images/08716.png
images/06720.png,driver_license,images/06720.png
images/06517.png,driver_license,images/06517.png
images/08171.png,driver_license,images/08171.png
images/03173.png,id_card,images/03173.png
images/06584.png,driver_license,images/06584.png
images/06850.png,driver_license,images/06850.png
images/08249.png,driver_license,images/08249.png
images/03747.png,id_card,images/03747.png
images/07088.png,driver_license,images/07088.png
images/08519.png,driver_license,images/08519.png
images/04268.png,id_card,images/04268.png
images/04234.png,id_card,images/04234.png
images/01627.png,passport,images/01627.png
images/03847.png,id_card,images/03847.png
images/03530.png,id_card,images/03530.png
images/04133.png,id_card,images/04133.png
images/07936.png,driver_license,images/07936.png
images/06131.png,driver_license,images/06131.png
images/07754.png,driver_license,images/07754.png
images/03034.png,id_card,images/03034.png
images/02019.png,passport,images/02019.png
images/00612.png,passport,images/00612.png
images/05919.png,id_card,images/05919.png
images/01808.png,passport,images/01808.png
images/05564.png,id_card,images/05564.png
images/07507.png,driver_license,images/07507.png
images/07796.png,driver_license,images/07796.png
images/04635.png,id_card,images/04635.png
images/06193.png,driver_license,images/06193.png
images/08583.png,driver_license,images/08583.png
images/00504.png,passport,images/00504.png
images/00275.png,passport,images/00275.png
images/03708.png,id_card,images/03708.png
images/04752.png,id_card,images/04752.png
images/05935.png,id_card,images/05935.png
images/05504.png,id_card,images/05504.png
images/02349.png,passport,images/02349.png
images/07932.png,driver_license,images/07932.png
images/05800.png,id_card,images/05800.png
images/05523.png,id_card,images/05523.png
images/06537.png,driver_license,images/06537.png
images/03942.png,id_card,images/03942.png
images/00684.png,passport,images/00684.png
images/08078.png,driver_license,images/08078.png
images/06718.png,driver_license,images/06718.png
images/01177.png,passport,images/01177.png
images/01347.png,passport,images/01347.png
images/03615.png,id_card,images/03615.png
images/00745.png,passport,images/00745.png
images/07725.png,driver_license,images/07725.png
images/08893.png,driver_license,images/08893.png
images/04727.png,id_card,images/04727.png
images/06561.png,driver_license,images/06561.png
images/02795.png,passport,images/02795.png
images/07266.png,driver_license,images/07266.png
images/06334.png,driver_license,images/06334.png
images/01531.png,passport,images/01531.png
images/06125.png,driver_license,images/06125.png
images/08469.png,driver_license,images/08469.png
images/00694.png,passport,images/00694.png
images/08874.png,driver_license,images/08874.png
images/05820.png,id_card,images/05820.png
images/00983.png,passport,images/00983.png
images/03015.png,id_card,images/03015.png
images/03488.png,id_card,images/03488.png
images/03871.png,id_card,images/03871.png
images/07111.png,driver_license,images/07111.png
images/05489.png,id_card,images/05489.png
images/05977.png,id_card,images/05977.png
images/06525.png,driver_license,images/06525.png
images/06488.png,driver_license,images/06488.png
images/07926.png,driver_license,images/07926.png
images/01657.png,passport,images/01657.png
images/00446.png,passport,images/00446.png
images/04511.png,id_card,images/04511.png
images/04130.png,id_card,images/04130.png
images/08316.png,driver_license,images/08316.png
images/06521.png,driver_license,images/06521.png
images/06202.png,driver_license,images/06202.png
images/05534.png,id_card,images/05534.png
images/07682.png,driver_license,images/07682.png
images/05713.png,id_card,images/05713.png
images/02514.png,passport,images/02514.png
images/06722.png,driver_license,images/06722.png
images/08637.png,driver_license,images/08637.png
images/06863.png,driver_license,images/06863.png
images/00049.png,passport,images/00049.png
images/01054.png,passport,images/01054.png
images/06156.png,driver_license,images/06156.png
images/07497.png,driver_license,images/07497.png
images/03032.png,id_card,images/03032.png
images/08045.png,driver_license,images/08045.png
images/07079.png,driver_license,images/07079.png
images/05329.png,id_card,images/05329.png
images/08269.png,driver_license,images/08269.png
images/04540.png,id_card,images/04540.png
images/01468.png,passport,images/01468.png
images/05255.png,id_card,images/05255.png
images/00394.png,passport,images/00394.png
images/06963.png,driver_license,images/06963.png
images/00231.png,passport,images/00231.png
images/01321.png,passport,images/01321.png
images/04223.png,id_card,images/04223.png
images/08277.png,driver_license,images/08277.png
images/07905.png,driver_license,images/07905.png
images/02456.png,passport,images/02456.png
images/04297.png,id_card,images/04297.png
images/07998.png,driver_license,images/07998.png
images/07128.png,driver_license,images/07128.png
images/01324.png,passport,images/01324.png
images/08438.png,driver_license,images/08438.png
images/02224.png,passport,images/02224.png
images/01492.png,passport,images/01492.png
images/03266.png,id_card,images/03266.png
images/06481.png,driver_license,images/06481.png
images/07749.png,driver_license,images/07749.png
images/00403.png,passport,images/00403.png
images/00333.png,passport,images/00333.png
images/07426.png,driver_license,images/07426.png
images/01010.png,passport,images/01010.png
images/01169.png,passport,images/01169.png
images/07709.png,driver_license,images/07709.png
images/07868.png,driver_license,images/07868.png
images/05063.png,id_card,images/05063.png
images/01769.png,passport,images/01769.png
images/04843.png,id_card,images/04843.png
images/04175.png,id_card,images/04175.png
images/07108.png,driver_license,images/07108.png
images/01439.png,passport,images/01439.png
images/06866.png,driver_license,images/06866.png
images/07413.png,driver_license,images/07413.png
images/08901.png,driver_license,images/08901.png
images/01335.png,passport,images/01335.png
images/05563.png,id_card,images/05563.png
images/08694.png,driver_license,images/08694.png
images/08896.png,driver_license,images/08896.png
images/06504.png,driver_license,images/06504.png
images/05741.png,id_card,images/05741.png
images/05706.png,id_card,images/05706.png
images/03986.png,id_card,images/03986.png
images/05377.png,id_card,images/05377.png
images/00707.png,passport,images/00707.png
images/03044.png,id_card,images/03044.png
images/06416.png,driver_license,images/06416.png
images/03542.png,id_card,images/03542.png
images/08030.png,driver_license,images/08030.png
images/06829.png,driver_license,images/06829.png
images/02288.png,passport,images/02288.png
images/01563.png,passport,images/01563.png
images/00697.png,passport,images/00697.png
images/01104.png,passport,images/01104.png
images/00474.png,passport,images/00474.png
images/00380.png,passport,images/00380.png
images/07963.png,driver_license,images/07963.png
images/04615.png,id_card,images/04615.png
images/07685.png,driver_license,images/07685.png
images/08406.png,driver_license,images/08406.png
images/06865.png,driver_license,images/06865.png
images/08844.png,driver_license,images/08844.png
images/04093.png,id_card,images/04093.png
images/00382.png,passport,images/00382.png
images/05832.png,id_card,images/05832.png
images/02158.png,passport,images/02158.png
images/08651.png,driver_license,images/08651.png
images/04914.png,id_card,images/04914.png
images/02073.png,passport,images/02073.png
images/01672.png,passport,images/01672.png
images/00059.png,passport,images/00059.png
images/03689.png,id_card,images/03689.png
images/05770.png,id_card,images/05770.png
images/04895.png,id_card,images/04895.png
images/06449.png,driver_license,images/06449.png
images/05621.png,id_card,images/05621.png
images/00859.png,passport,images/00859.png
images/06120.png,driver_license,images/06120.png
images/08885.png,driver_license,images/08885.png
images/06629.png,driver_license,images/06629.png
images/01537.png,passport,images/01537.png
images/00746.png,passport,images/00746.png
images/01942.png,passport,images/01942.png
images/02009.png,passport,images/02009.png
images/06301.png,driver_license,images/06301.png
images/04887.png,id_card,images/04887.png
images/04484.png,id_card,images/04484.png
images/06996.png,driver_license,images/06996.png
images/03170.png,id_card,images/03170.png
images/06644.png,driver_license,images/06644.png
images/02139.png,passport,images/02139.png
images/05640.png,id_card,images/05640.png
images/04191.png,id_card,images/04191.png
images/05643.png,id_card,images/05643.png
images/07600.png,driver_license,images/07600.png
images/02166.png,passport,images/02166.png
images/04095.png,id_card,images/04095.png
images/01534.png,passport,images/01534.png
images/03853.png,id_card,images/03853.png
images/08499.png,driver_license,images/08499.png
images/03667.png,id_card,images/03667.png
images/07427.png,driver_license,images/07427.png
images/06691.png,driver_license,images/06691.png
images/06683.png,driver_license,images/06683.png
images/04320.png,id_card,images/04320.png
images/00215.png,passport,images/00215.png
images/05216.png,id_card,images/05216.png
images/01919.png,passport,images/01919.png
images/06116.png,driver_license,images/06116.png
images/00863.png,passport,images/00863.png
images/00004.png,passport,images/00004.png
images/03962.png,id_card,images/03962.png
images/08267.png,driver_license,images/08267.png
images/03834.png,id_card,images/03834.png
images/01663.png,passport,images/01663.png
images/00182.png,passport,images/00182.png
images/01619.png,passport,images/01619.png
images/05262.png,id_card,images/05262.png
images/06064.png,driver_license,images/06064.png
images/03602.png,id_card,images/03602.png
images/07145.png,driver_license,images/07145.png
images/05350.png,id_card,images/05350.png
images/01938.png,passport,images/01938.png
images/06413.png,driver_license,images/06413.png
images/08377.png,driver_license,images/08377.png
images/05366.png,id_card,images/05366.png
images/06901.png,driver_license,images/06901.png
images/03845.png,id_card,images/03845.png
images/03186.png,id_card,images/03186.png
images/00836.png,passport,images/00836.png
images/03017.png,id_card,images/03017.png
images/08678.png,driver_license,images/08678.png
images/08197.png,driver_license,images/08197.png
images/00368.png,passport,images/00368.png
images/06815.png,driver_license,images/06815.png
images/03232.png,id_card,images/03232.png
images/05971.png,id_card,images/05971.png
images/01833.png,passport,images/01833.png
images/00878.png,passport,images/00878.png
images/07702.png,driver_license,images/07702.png
images/08769.png,driver_license,images/08769.png
images/03466.png,id_card,images/03466.png
images/01865.png,passport,images/01865.png
images/06325.png,driver_license,images/06325.png
images/03298.png,id_card,images/03298.png
images/01545.png,passport,images/01545.png
images/07054.png,driver_license,images/07054.png
images/08428.png,driver_license,images/08428.png
images/07363.png,driver_license,images/07363.png
images/07667.png,driver_license,images/07667.png
images/05392.png,id_card,images/05392.png
images/01433.png,passport,images/01433.png
images/04141.png,id_card,images/04141.png
images/04408.png,id_card,images/04408.png
images/04343.png,id_card,images/04343.png
images/02405.png,passport,images/02405.png
images/07633.png,driver_license,images/07633.png
images/01730.png,passport,images/01730.png
images/06473.png,driver_license,images/06473.png
images/05270.png,id_card,images/05270.png
images/02610.png,passport,images/02610.png
images/03807.png,id_card,images/03807.png
images/02472.png,passport,images/02472.png
images/00219.png,passport,images/00219.png
images/05945.png,id_card,images/05945.png
images/08167.png,driver_license,images/08167.png
images/03149.png,id_card,images/03149.png
images/08544.png,driver_license,images/08544.png
images/01245.png,passport,images/01245.png
images/03678.png,id_card,images/03678.png
images/05875.png,id_card,images/05875.png
images/04242.png,id_card,images/04242.png
images/06286.png,driver_license,images/06286.png
images/01644.png,passport,images/01644.png
images/07511.png,driver_license,images/07511.png
images/08809.png,driver_license,images/08809.png
images/00577.png,passport,images/00577.png
images/01167.png,passport,images/01167.png
images/03911.png,id_card,images/03911.png
images/07900.png,driver_license,images/07900.png
images/00416.png,passport,images/00416.png
images/05859.png,id_card,images/05859.png
images/08245.png,driver_license,images/08245.png
images/05066.png,id_card,images/05066.png
images/00760.png,passport,images/00760.png
images/03579.png,id_card,images/03579.png
images/01202.png,passport,images/01202.png
images/03539.png,id_card,images/03539.png
images/08405.png,driver_license,images/08405.png
images/02856.png,passport,images/02856.png
images/05146.png,id_card,images/05146.png
images/05897.png,id_card,images/05897.png
images/04340.png,id_card,images/04340.png
images/04113.png,id_card,images/04113.png
images/00783.png,passport,images/00783.png
images/04392.png,id_card,images/04392.png
images/00329.png,passport,images/00329.png
images/04871.png,id_card,images/04871.png
images/04825.png,id_card,images/04825.png
images/07131.png,driver_license,images/07131.png
images/08522.png,driver_license,images/08522.png
