image_path,label,label_name,is_fake,fraud_type,original_id,source_country,original_filename
images/real_WV_0651904.png,0,real,0,,WV_0651904,WV,generated.photos_v3_0651904.png
images/face_morphing_WV_0651904.png,1,face_morphing,1,face_morphing,WV_0651904,WV,generated.photos_v3_0651904.png
images/real_WV_0632130.png,0,real,0,,WV_0632130,WV,generated.photos_v3_0632130.png
images/face_morphing_WV_0632130.png,1,face_morphing,1,face_morphing,WV_0632130,WV,generated.photos_v3_0632130.png
images/real_WV_0365529.png,0,real,0,,WV_0365529,WV,generated.photos_v3_0365529.png
images/face_morphing_WV_0365529.png,1,face_morphing,1,face_morphing,WV_0365529,WV,generated.photos_v3_0365529.png
images/real_WV_0228121.png,0,real,0,,WV_0228121,WV,generated.photos_v3_0228121_0186449_0231861.png
images/face_morphing_WV_0228121.png,1,face_morphing,1,face_morphing,WV_0228121,WV,generated.photos_v3_0228121_0186449_0231861.png
images/real_WV_0982054.png,0,real,0,,WV_0982054,WV,generated.photos_v3_0982054.png
images/face_morphing_WV_0982054.png,1,face_morphing,1,face_morphing,WV_0982054,WV,generated.photos_v3_0982054.png
images/real_WV_0267407.png,0,real,0,,WV_0267407,WV,generated.photos_v3_0267407.png
images/face_morphing_WV_0267407.png,1,face_morphing,1,face_morphing,WV_0267407,WV,generated.photos_v3_0267407.png
images/real_WV_0156987.png,0,real,0,,WV_0156987,WV,generated.photos_v3_0156987.png
images/face_morphing_WV_0156987.png,1,face_morphing,1,face_morphing,WV_0156987,WV,generated.photos_v3_0156987.png
images/real_WV_0492707.png,0,real,0,,WV_0492707,WV,generated.photos_v3_0492707.png
images/face_morphing_WV_0492707.png,1,face_morphing,1,face_morphing,WV_0492707,WV,generated.photos_v3_0492707.png
images/real_WV_0706246.png,0,real,0,,WV_0706246,WV,generated.photos_v3_0706246.png
images/face_morphing_WV_0706246.png,1,face_morphing,1,face_morphing,WV_0706246,WV,generated.photos_v3_0706246.png
